調査年,地域,C2207_従業者数（経済センサス‐基礎調査結果）【人】,C220848_従業者数（民営）（生活関連サービス業，娯楽業）【人】,C620118_付加価値額（民営）（生活関連サービス業，娯楽業）【百万円】,F2701_自市区町村で従業している就業者数【人】,F2702_県内他市区町村で従業している就業者数【人】,F2703_他県で従業している就業者数【人】
北海道 斜里町,***,***,***,,,,
北海道 清里町,***,***,***,,,,
北海道 小清水町,***,***,***,,,,
北海道 訓子府町,***,***,***,,,,
北海道 置戸町,***,***,***,,,,
北海道 佐呂間町,***,***,***,,,,
北海道 遠軽町,***,***,***,,,,
北海道 湧別町,***,***,***,,,,
北海道 滝上町,***,***,***,,,,
北海道 興部町,***,***,***,,,,
北海道 西興部村,***,***,***,,,,
北海道 雄武町,***,***,***,,,,
北海道 大空町,***,***,***,,,,
北海道 豊浦町,***,***,***,,,,
北海道 壮瞥町,***,***,***,,,,
北海道 白老町,***,***,***,,,,
北海道 厚真町,***,***,***,,,,
北海道 洞爺湖町,***,***,***,,,,
北海道 安平町,***,***,***,,,,
北海道 むかわ町,***,***,***,,,,
北海道 日高町,***,***,***,,,,
北海道 平取町,***,***,***,,,,
北海道 新冠町,***,***,***,,,,
北海道 浦河町,***,***,***,,,,
北海道 様似町,***,***,***,,,,
北海道 えりも町,***,***,***,,,,
北海道 新ひだか町,***,***,***,,,,
北海道 音更町,***,***,***,,,,
北海道 士幌町,***,***,***,,,,
北海道 上士幌町,***,***,***,,,,
北海道 鹿追町,***,***,***,,,,
北海道 新得町,***,***,***,,,,
北海道 清水町,***,***,***,,,,
北海道 芽室町,***,***,***,,,,
北海道 中札内村,***,***,***,,,,
北海道 更別村,***,***,***,,,,
北海道 大樹町,***,***,***,,,,
北海道 広尾町,***,***,***,,,,
北海道 幕別町,***,***,***,,,,
北海道 池田町,***,***,***,,,,
北海道 豊頃町,***,***,***,,,,
北海道 本別町,***,***,***,,,,
北海道 足寄町,***,***,***,,,,
北海道 陸別町,***,***,***,,,,
北海道 浦幌町,***,***,***,,,,
北海道 釧路町,***,***,***,,,,
北海道 厚岸町,***,***,***,,,,
北海道 浜中町,***,***,***,,,,
北海道 標茶町,***,***,***,,,,
北海道 弟子屈町,***,***,***,,,,
北海道 鶴居村,***,***,***,,,,
北海道 白糠町,***,***,***,,,,
北海道 別海町,***,***,***,,,,
北海道 中標津町,***,***,***,,,,
北海道 標津町,***,***,***,,,,
北海道 羅臼町,***,***,***,,,,
青森県 青森市,***,***,***,,,,
青森県 弘前市,***,***,***,,,,
青森県 八戸市,***,***,***,,,,
青森県 黒石市,***,***,***,,,,
青森県 五所川原市,***,***,***,,,,
青森県 十和田市,***,***,***,,,,
青森県 三沢市,***,***,***,,,,
青森県 むつ市,***,***,***,,,,
青森県 つがる市,***,***,***,,,,
青森県 平川市,***,***,***,,,,
青森県 平内町,***,***,***,,,,
青森県 今別町,***,***,***,,,,
青森県 蓬田村,***,***,***,,,,
青森県 外ヶ浜町,***,***,***,,,,
青森県 鰺ヶ沢町,***,***,***,,,,
青森県 深浦町,***,***,***,,,,
青森県 西目屋村,***,***,***,,,,
青森県 藤崎町,***,***,***,,,,
青森県 大鰐町,***,***,***,,,,
青森県 田舎館村,***,***,***,,,,
青森県 板柳町,***,***,***,,,,
青森県 鶴田町,***,***,***,,,,
青森県 中泊町,***,***,***,,,,
青森県 野辺地町,***,***,***,,,,
青森県 七戸町,***,***,***,,,,
青森県 六戸町,***,***,***,,,,
青森県 横浜町,***,***,***,,,,
青森県 東北町,***,***,***,,,,
青森県 六ヶ所村,***,***,***,,,,
青森県 おいらせ町,***,***,***,,,,
青森県 大間町,***,***,***,,,,
青森県 東通村,***,***,***,,,,
青森県 風間浦村,***,***,***,,,,
青森県 佐井村,***,***,***,,,,
青森県 三戸町,***,***,***,,,,
青森県 五戸町,***,***,***,,,,
青森県 田子町,***,***,***,,,,
青森県 南部町,***,***,***,,,,
青森県 階上町,***,***,***,,,,
青森県 新郷村,***,***,***,,,,
岩手県 盛岡市,***,***,***,,,,
岩手県 宮古市,***,***,***,,,,
岩手県 大船渡市,***,***,***,,,,
岩手県 花巻市,***,***,***,,,,
岩手県 北上市,***,***,***,,,,
岩手県 久慈市,***,***,***,,,,
岩手県 遠野市,***,***,***,,,,
岩手県 一関市,***,***,***,,,,
岩手県 陸前高田市,***,***,***,,,,
岩手県 釜石市,***,***,***,,,,
岩手県 二戸市,***,***,***,,,,
岩手県 八幡平市,***,***,***,,,,
岩手県 奥州市,***,***,***,,,,
岩手県 滝沢市,***,***,***,,,,
岩手県 雫石町,***,***,***,,,,
岩手県 葛巻町,***,***,***,,,,
岩手県 岩手町,***,***,***,,,,
岩手県 紫波町,***,***,***,,,,
岩手県 矢巾町,***,***,***,,,,
岩手県 西和賀町,***,***,***,,,,
岩手県 金ケ崎町,***,***,***,,,,
岩手県 平泉町,***,***,***,,,,
岩手県 住田町,***,***,***,,,,
岩手県 大槌町,***,***,***,,,,
岩手県 山田町,***,***,***,,,,
岩手県 岩泉町,***,***,***,,,,
岩手県 田野畑村,***,***,***,,,,
岩手県 普代村,***,***,***,,,,
岩手県 軽米町,***,***,***,,,,
岩手県 野田村,***,***,***,,,,
岩手県 九戸村,***,***,***,,,,
岩手県 洋野町,***,***,***,,,,
岩手県 一戸町,***,***,***,,,,
宮城県 仙台市,***,***,***,,,,
宮城県 仙台市 青葉区,***,***,***,,,,
宮城県 仙台市 宮城野区,***,***,***,,,,
宮城県 仙台市 若林区,***,***,***,,,,
宮城県 仙台市 太白区,***,***,***,,,,
宮城県 仙台市 泉区,***,***,***,,,,
宮城県 石巻市,***,***,***,,,,
宮城県 塩竈市,***,***,***,,,,
宮城県 気仙沼市,***,***,***,,,,
宮城県 白石市,***,***,***,,,,
宮城県 名取市,***,***,***,,,,
宮城県 角田市,***,***,***,,,,
宮城県 多賀城市,***,***,***,,,,
宮城県 岩沼市,***,***,***,,,,
宮城県 登米市,***,***,***,,,,
宮城県 栗原市,***,***,***,,,,
宮城県 東松島市,***,***,***,,,,
宮城県 大崎市,***,***,***,,,,
宮城県 富谷市,***,***,***,,,,
宮城県 蔵王町,***,***,***,,,,
宮城県 七ヶ宿町,***,***,***,,,,
宮城県 大河原町,***,***,***,,,,
宮城県 村田町,***,***,***,,,,
宮城県 柴田町,***,***,***,,,,
宮城県 川崎町,***,***,***,,,,
宮城県 丸森町,***,***,***,,,,
宮城県 亘理町,***,***,***,,,,
宮城県 山元町,***,***,***,,,,
宮城県 松島町,***,***,***,,,,
宮城県 七ヶ浜町,***,***,***,,,,
宮城県 利府町,***,***,***,,,,
宮城県 大和町,***,***,***,,,,
宮城県 大郷町,***,***,***,,,,
宮城県 大衡村,***,***,***,,,,
宮城県 色麻町,***,***,***,,,,
宮城県 加美町,***,***,***,,,,
宮城県 涌谷町,***,***,***,,,,
宮城県 美里町,***,***,***,,,,
宮城県 女川町,***,***,***,,,,
宮城県 南三陸町,***,***,***,,,,
秋田県 秋田市,***,***,***,,,,
秋田県 能代市,***,***,***,,,,
秋田県 横手市,***,***,***,,,,
秋田県 大館市,***,***,***,,,,
秋田県 男鹿市,***,***,***,,,,
秋田県 湯沢市,***,***,***,,,,
秋田県 鹿角市,***,***,***,,,,
秋田県 由利本荘市,***,***,***,,,,
秋田県 潟上市,***,***,***,,,,
秋田県 大仙市,***,***,***,,,,
秋田県 北秋田市,***,***,***,,,,
秋田県 にかほ市,***,***,***,,,,
秋田県 仙北市,***,***,***,,,,
秋田県 小坂町,***,***,***,,,,
秋田県 上小阿仁村,***,***,***,,,,
秋田県 藤里町,***,***,***,,,,
秋田県 三種町,***,***,***,,,,
秋田県 八峰町,***,***,***,,,,
秋田県 五城目町,***,***,***,,,,
秋田県 八郎潟町,***,***,***,,,,
秋田県 井川町,***,***,***,,,,
秋田県 大潟村,***,***,***,,,,
秋田県 美郷町,***,***,***,,,,
秋田県 羽後町,***,***,***,,,,
秋田県 東成瀬村,***,***,***,,,,
山形県 山形市,***,***,***,,,,
山形県 米沢市,***,***,***,,,,
山形県 鶴岡市,***,***,***,,,,
山形県 酒田市,***,***,***,,,,
山形県 新庄市,***,***,***,,,,
山形県 寒河江市,***,***,***,,,,
山形県 上山市,***,***,***,,,,
山形県 村山市,***,***,***,,,,
山形県 長井市,***,***,***,,,,
山形県 天童市,***,***,***,,,,
山形県 東根市,***,***,***,,,,
山形県 尾花沢市,***,***,***,,,,
山形県 南陽市,***,***,***,,,,
山形県 山辺町,***,***,***,,,,
山形県 中山町,***,***,***,,,,
山形県 河北町,***,***,***,,,,
山形県 西川町,***,***,***,,,,
山形県 朝日町,***,***,***,,,,
山形県 大江町,***,***,***,,,,
山形県 大石田町,***,***,***,,,,
山形県 金山町,***,***,***,,,,
山形県 最上町,***,***,***,,,,
山形県 舟形町,***,***,***,,,,
山形県 真室川町,***,***,***,,,,
山形県 大蔵村,***,***,***,,,,
山形県 鮭川村,***,***,***,,,,
山形県 戸沢村,***,***,***,,,,
山形県 高畠町,***,***,***,,,,
山形県 川西町,***,***,***,,,,
山形県 小国町,***,***,***,,,,
山形県 白鷹町,***,***,***,,,,
山形県 飯豊町,***,***,***,,,,
山形県 三川町,***,***,***,,,,
山形県 庄内町,***,***,***,,,,
山形県 遊佐町,***,***,***,,,,
福島県 福島市,***,***,***,,,,
福島県 会津若松市,***,***,***,,,,
福島県 郡山市,***,***,***,,,,
福島県 いわき市,***,***,***,,,,
福島県 白河市,***,***,***,,,,
福島県 須賀川市,***,***,***,,,,
福島県 喜多方市,***,***,***,,,,
福島県 相馬市,***,***,***,,,,
福島県 二本松市,***,***,***,,,,
福島県 田村市,***,***,***,,,,
福島県 南相馬市,***,***,***,,,,
福島県 伊達市,***,***,***,,,,
福島県 本宮市,***,***,***,,,,
福島県 桑折町,***,***,***,,,,
福島県 国見町,***,***,***,,,,
福島県 川俣町,***,***,***,,,,
福島県 大玉村,***,***,***,,,,
福島県 鏡石町,***,***,***,,,,
福島県 天栄村,***,***,***,,,,
福島県 下郷町,***,***,***,,,,
福島県 檜枝岐村,***,***,***,,,,
福島県 只見町,***,***,***,,,,
福島県 南会津町,***,***,***,,,,
福島県 北塩原村,***,***,***,,,,
福島県 西会津町,***,***,***,,,,
福島県 磐梯町,***,***,***,,,,
福島県 猪苗代町,***,***,***,,,,
福島県 会津坂下町,***,***,***,,,,
福島県 湯川村,***,***,***,,,,
福島県 柳津町,***,***,***,,,,
福島県 三島町,***,***,***,,,,
福島県 金山町,***,***,***,,,,
福島県 昭和村,***,***,***,,,,
福島県 会津美里町,***,***,***,,,,
福島県 西郷村,***,***,***,,,,
福島県 泉崎村,***,***,***,,,,
福島県 中島村,***,***,***,,,,
福島県 矢吹町,***,***,***,,,,
福島県 棚倉町,***,***,***,,,,
福島県 矢祭町,***,***,***,,,,
福島県 塙町,***,***,***,,,,
福島県 鮫川村,***,***,***,,,,
福島県 石川町,***,***,***,,,,
福島県 玉川村,***,***,***,,,,
福島県 平田村,***,***,***,,,,
福島県 浅川町,***,***,***,,,,
福島県 古殿町,***,***,***,,,,
福島県 三春町,***,***,***,,,,
福島県 小野町,***,***,***,,,,
福島県 広野町,***,***,***,,,,
福島県 楢葉町,***,***,***,,,,
福島県 富岡町,***,***,***,,,,
福島県 川内村,***,***,***,,,,
福島県 大熊町,***,***,***,,,,
福島県 双葉町,***,***,***,,,,
福島県 浪江町,***,***,***,,,,
福島県 葛尾村,***,***,***,,,,
福島県 新地町,***,***,***,,,,
福島県 飯舘村,***,***,***,,,,
茨城県 水戸市,***,***,***,,,,
茨城県 日立市,***,***,***,,,,
茨城県 土浦市,***,***,***,,,,
茨城県 古河市,***,***,***,,,,
茨城県 石岡市,***,***,***,,,,
茨城県 結城市,***,***,***,,,,
茨城県 龍ケ崎市,***,***,***,,,,
茨城県 下妻市,***,***,***,,,,
茨城県 常総市,***,***,***,,,,
茨城県 常陸太田市,***,***,***,,,,
茨城県 高萩市,***,***,***,,,,
茨城県 北茨城市,***,***,***,,,,
茨城県 笠間市,***,***,***,,,,
茨城県 取手市,***,***,***,,,,
茨城県 牛久市,***,***,***,,,,
茨城県 つくば市,***,***,***,,,,
茨城県 ひたちなか市,***,***,***,,,,
茨城県 鹿嶋市,***,***,***,,,,
茨城県 潮来市,***,***,***,,,,
茨城県 守谷市,***,***,***,,,,
茨城県 常陸大宮市,***,***,***,,,,
茨城県 那珂市,***,***,***,,,,
茨城県 筑西市,***,***,***,,,,
茨城県 坂東市,***,***,***,,,,
茨城県 稲敷市,***,***,***,,,,
茨城県 かすみがうら市,***,***,***,,,,
茨城県 桜川市,***,***,***,,,,
茨城県 神栖市,***,***,***,,,,
茨城県 行方市,***,***,***,,,,
茨城県 鉾田市,***,***,***,,,,
茨城県 つくばみらい市,***,***,***,,,,
茨城県 小美玉市,***,***,***,,,,
茨城県 茨城町,***,***,***,,,,
茨城県 大洗町,***,***,***,,,,
茨城県 城里町,***,***,***,,,,
茨城県 東海村,***,***,***,,,,
茨城県 大子町,***,***,***,,,,
茨城県 美浦村,***,***,***,,,,
茨城県 阿見町,***,***,***,,,,
茨城県 河内町,***,***,***,,,,
茨城県 八千代町,***,***,***,,,,
茨城県 五霞町,***,***,***,,,,
茨城県 境町,***,***,***,,,,
茨城県 利根町,***,***,***,,,,
栃木県 宇都宮市,***,***,***,,,,
栃木県 足利市,***,***,***,,,,
栃木県 栃木市,***,***,***,,,,
栃木県 佐野市,***,***,***,,,,
栃木県 鹿沼市,***,***,***,,,,
栃木県 日光市,***,***,***,,,,
栃木県 小山市,***,***,***,,,,
栃木県 真岡市,***,***,***,,,,
栃木県 大田原市,***,***,***,,,,
栃木県 矢板市,***,***,***,,,,
栃木県 那須塩原市,***,***,***,,,,
栃木県 さくら市,***,***,***,,,,
栃木県 那須烏山市,***,***,***,,,,
栃木県 下野市,***,***,***,,,,
栃木県 上三川町,***,***,***,,,,
栃木県 益子町,***,***,***,,,,
栃木県 茂木町,***,***,***,,,,
栃木県 市貝町,***,***,***,,,,
栃木県 芳賀町,***,***,***,,,,
栃木県 壬生町,***,***,***,,,,
栃木県 野木町,***,***,***,,,,
栃木県 塩谷町,***,***,***,,,,
栃木県 高根沢町,***,***,***,,,,
栃木県 那須町,***,***,***,,,,
栃木県 那珂川町,***,***,***,,,,
群馬県 前橋市,***,***,***,,,,
群馬県 高崎市,***,***,***,,,,
群馬県 桐生市,***,***,***,,,,
群馬県 伊勢崎市,***,***,***,,,,
群馬県 太田市,***,***,***,,,,
群馬県 沼田市,***,***,***,,,,
群馬県 館林市,***,***,***,,,,
群馬県 渋川市,***,***,***,,,,
群馬県 藤岡市,***,***,***,,,,
群馬県 富岡市,***,***,***,,,,
群馬県 安中市,***,***,***,,,,
群馬県 みどり市,***,***,***,,,,
群馬県 榛東村,***,***,***,,,,
群馬県 吉岡町,***,***,***,,,,
群馬県 上野村,***,***,***,,,,
群馬県 神流町,***,***,***,,,,
群馬県 下仁田町,***,***,***,,,,
群馬県 南牧村,***,***,***,,,,
群馬県 甘楽町,***,***,***,,,,
群馬県 中之条町,***,***,***,,,,
群馬県 長野原町,***,***,***,,,,
群馬県 嬬恋村,***,***,***,,,,
群馬県 草津町,***,***,***,,,,
群馬県 高山村,***,***,***,,,,
群馬県 東吾妻町,***,***,***,,,,
群馬県 片品村,***,***,***,,,,
群馬県 川場村,***,***,***,,,,
群馬県 昭和村,***,***,***,,,,
群馬県 みなかみ町,***,***,***,,,,
群馬県 玉村町,***,***,***,,,,
群馬県 板倉町,***,***,***,,,,
群馬県 明和町,***,***,***,,,,
群馬県 千代田町,***,***,***,,,,
群馬県 大泉町,***,***,***,,,,
群馬県 邑楽町,***,***,***,,,,
埼玉県 さいたま市,***,***,***,,,,
埼玉県 さいたま市 西区,***,***,***,,,,
埼玉県 さいたま市 北区,***,***,***,,,,
埼玉県 さいたま市 大宮区,***,***,***,,,,
埼玉県 さいたま市 見沼区,***,***,***,,,,
埼玉県 さいたま市 中央区,***,***,***,,,,
埼玉県 さいたま市 桜区,***,***,***,,,,
埼玉県 さいたま市 浦和区,***,***,***,,,,
埼玉県 さいたま市 南区,***,***,***,,,,
埼玉県 さいたま市 緑区,***,***,***,,,,
埼玉県 さいたま市 岩槻区,***,***,***,,,,
埼玉県 川越市,***,***,***,,,,
埼玉県 熊谷市,***,***,***,,,,
埼玉県 川口市,***,***,***,,,,
埼玉県 行田市,***,***,***,,,,
埼玉県 秩父市,***,***,***,,,,
埼玉県 所沢市,***,***,***,,,,
埼玉県 飯能市,***,***,***,,,,
埼玉県 加須市,***,***,***,,,,
埼玉県 本庄市,***,***,***,,,,
埼玉県 東松山市,***,***,***,,,,
埼玉県 春日部市,***,***,***,,,,
埼玉県 狭山市,***,***,***,,,,
埼玉県 羽生市,***,***,***,,,,
埼玉県 鴻巣市,***,***,***,,,,
埼玉県 深谷市,***,***,***,,,,
埼玉県 上尾市,***,***,***,,,,
埼玉県 草加市,***,***,***,,,,
埼玉県 越谷市,***,***,***,,,,
埼玉県 蕨市,***,***,***,,,,
埼玉県 戸田市,***,***,***,,,,
埼玉県 入間市,***,***,***,,,,
埼玉県 朝霞市,***,***,***,,,,
埼玉県 志木市,***,***,***,,,,
埼玉県 和光市,***,***,***,,,,
埼玉県 新座市,***,***,***,,,,
埼玉県 桶川市,***,***,***,,,,
埼玉県 久喜市,***,***,***,,,,
埼玉県 北本市,***,***,***,,,,
埼玉県 八潮市,***,***,***,,,,
埼玉県 富士見市,***,***,***,,,,
埼玉県 三郷市,***,***,***,,,,
埼玉県 蓮田市,***,***,***,,,,
埼玉県 坂戸市,***,***,***,,,,
埼玉県 幸手市,***,***,***,,,,
埼玉県 鶴ヶ島市,***,***,***,,,,
埼玉県 日高市,***,***,***,,,,
埼玉県 吉川市,***,***,***,,,,
埼玉県 ふじみ野市,***,***,***,,,,
埼玉県 白岡市,***,***,***,,,,
